2880,6503,9300,6861,2298,1737,2362,-3216
8849,-9791,4979,8091,-872,-4621,-757,7482
-5294,5246,4204,7708,-8370,6896,2799,1686
1658,2084,8973,-5490,-7520,-8038,-8981,5341
-1405,-1258,7407,3080,6040,8701,-1621,9699
-6916,9982,672,1383,4551,8044,-4688,-1974
5267,189,-8454,-3961,637,3894,4754,-4348
300,9669,-3167,1954,2604,-1034,7274,-1566
6799,-9083,-6854,9783,2784,-8428,7014,-2162
8732,-4305,3195,-4591,-8392,-6367,9360,-8505
-1647,6878,-5603,3913,6563,-7629,5479,-4824
8381,-6,350,-3724,-6662,-4866,-7211,-2580
-7157,-1104,5345,-6243,6142,9209,9131,7330
-5635,-2187,8792,-1022,-5769,8057,-5299,8171
-6872,7699,-5978,9125,5029,-1874,6126,-1780
3089,-4869,-3645,-3297,6313,1870,-875,4852
2534,3686,-2938,6192,191,8519,4647,7284
9851,6649,6535,619,-4378,1884,-1829,-6812
9375,-7993,-6101,4661,-1396,1409,-3455,6747
5580,5515,-3153,9479,2008,-7805,-2977,-6564
-1418,-1402,-4394,-1679,-6438,-7752,-8844,7864
-6276,-1196,-652,-5387,-2702,-6576,5354,997
-194,-4192,7761,4767,6465,-7516,7441,-3065
-3294,31,-6919,-4402,-5359,8488,4960,-9743
6862,-1629,-5676,-5084,3378,-1476,1561,1292
788,6982,-7322,3232,6593,9462,-8484,4768
3515,1593,-503,6887,-7377,8687,-4605,-7490
3225,252,7024,9337,-6303,-1374,-9073,-3602
-5968,-4218,-5209,-3389,8201,-9068,-2678,1665
3643,3359,-3328,-9211,5152,2039,-2590,-6439
3483,8807,229,2194,-935,-5194,9988,-167
-4647,3037,4377,-5487,8988,-939,-6796,4707
7551,-2143,-9147,-620,3212,1192,2584,4199
-6387,-447,-3198,2531,6025,-4259,1581,1897
-980,9526,1560,-3244,2532,-1,6301,175
-7745,9085,688,-3087,9141,4006,-7084,-1783
-200,9370,4071,9283,349,-9994,9415,8323
8053,4801,1423,7641,8794,-8472,-1090,1169
7942,-5510,-3428,8629,9024,1328,-8343,8221
6984,-6193,6241,-3143,-9494,9657,-1241,-844
5728,-2588,2166,-8062,-872,-3327,-8116,8433
-9015,-4246,-4992,-3695,6966,-6510,6981,-1603
848,-1337,-6790,9130,4960,6306,3540,-6874
6189,-7469,-9630,-9556,-7249,9796,4639,-757
-309,-625,-4058,3528,-6236,-5346,6825,5491
2500,-4772,-9727,-6541,3197,-891,-5263,-2300
326,-7124,-4067,-6352,-9838,-713,-8664,-9950
-3424,7333,-7848,4485,5395,-7924,1734,124
85,3536,-3752,-2186,-65,3854,4898,1348
7640,-8003,3550,1362,-4741,9324,-8714,-5915
2590,1339,8175,-4877,-7190,1479,1207,6659
-8844,6707,6044,-5268,8129,-5328,-852,-6948
43,5446,-4202,6518,157,5976,2468,2599
-7923,4101,-146,-25,5556,-4902,-4936,-7973
-2661,3174,-738,6124,-6052,4539,6684,2430
-8872,2429,-2397,1612,-6238,7029,-5996,4359
6175,-7283,7397,9825,6840,-8237,7112,9595
7981,-5876,-3304,-1252,9352,1283,8220,-1298
-7762,8433,-1906,-115,9073,1027,-1615,6209
733,-120,-2137,-1245,1565,-1740,1418,-7974
1556,4420,7115,3961,290,3349,-6479,56
-8778,5728,4118,739,3265,-6053,-3143,-7810
-9590,-9374,-1591,6015,-3097,-8451,-9646,1062
8586,-2722,7539,5654,-4134,1605,1643,-9955
605,4861,-3272,5774,8621,6963,6178,-7404
-9880,-7106,-4030,-2798,7597,-7273,-5184,7795
49,8423,-8422,-3669,2158,-8784,5135,2744
-2420,-6249,-8454,-6289,-6518,8124,-3928,6150
-323,2209,-6077,1234,8575,140,8704,-838
-7417,-9781,4403,-6579,-6525,-9615,1977,3363
-2572,7947,8140,-2377,-8298,-8792,-1876,2615
4535,-9269,6454,-2074,5247,-5933,1592,7684
5945,625,6969,-8649,-7847,6281,7370,1970
-2284,2016,801,6129,896,-4436,6312,-4001
7495,6548,-1825,8170,-9328,9312,3024,2632
8734,6916,9894,4145,-6763,-7639,-8608,-6413
-4873,-6925,8558,-9292,7410,-4917,-7176,2666
9668,-4228,9192,-7671,-4743,5583,2299,6071
-2384,5686,9652,-9212,-1610,-3497,-1701,-8428
-7505,3324,-8603,-4034,936,7368,4368,784
-2693,-4308,8815,6188,7851,-3231,-1480,-557
8789,-6128,-8276,-978,-5225,2943,9620,6884
4656,7257,6271,-8063,4829,5136,-3695,-3692
7852,-6333,1511,-6645,-6493,124,5092,-2572
6800,-7375,-4774,5017,-7357,7863,9687,-7809
1135,9213,1565,-4267,5006,6913,3564,4084
-6074,-9859,-7087,1966,8332,2065,1264,4165
-6754,3184,-863,9840,7041,6555,-6103,4809
-7364,-1866,530,6245,-6987,9968,2277,-2806
6254,5846,6030,4296,7038,-7184,1872,-1554
-3811,-2866,-7046,1995,-8097,6116,3505,-3229
-8329,-2740,-4183,7347,-3086,1450,7778,8317
-3385,7136,-9404,2634,6196,-1797,4900,962
8332,6754,2420,-9886,-2798,5565,-1885,-1126
-3195,-5691,-5966,7026,33,5783,4081,4701
-4816,4945,-9274,6967,-9189,-4461,59,-7480
2214,-6766,-8441,8890,6803,-578,-5616,3388
5983,-6710,2451,-6158,2780,-656,5454,1198
-3983,-5242,-296,-2673,2578,-1116,-2633,-3458
2782,-5902,4641,-9388,-7601,-4983,-8599,1620
5933,-7318,614,5701,6525,-5286,7593,-1420
2127,2731,-3518,-1826,-1598,4690,3790,496
-2453,8284,84,-9467,2053,-7095,-184,210
-967,-6359,4584,9765,3771,2218,9390,-8476
-7300,-8915,-4234,127,2513,-4034,-8524,-5020
-7570,-4487,-5590,8596,7520,-1979,-6113,-4806
5046,7689,8214,7750,5163,8130,1350,-6185
3471,3393,8609,5296,-4058,-4600,-4423,3345
744,1596,-139,-4695,-3549,8254,-6782,-1036
-1512,-6210,5395,-992,-4598,-5779,4368,4115
-3949,5996,-3190,6218,-9718,-2944,9360,299
6524,7497,2943,9103,-276,-6009,-7906,4420
691,-2861,8675,-4411,7441,-5363,-7929,504
4224,-9308,1517,-5684,-8680,-7763,72,-7166
7645,-2779,-3627,6028,5353,-8466,9640,3938
-2094,9523,-10,-8106,-7370,-7224,9802,-2884
-8313,5693,8123,-940,1246,402,-3843,-1597
-354,-1653,-8682,5745,-2461,8965,-2940,6795
7442,8885,7331,-1738,3962,5885,-6622,-3624
-7103,-1602,9050,-2154,-1848,1633,5418,5069
4665,-8438,-618,189,-8560,5044,3762,-4232
3700,8150,-1202,4702,6635,-6044,3859,-5408
-9064,-7623,-2174,1450,9640,-9555,2271,1171
-8817,-9206,-63,7829,1523,-1714,-1048,-2140
9450,7711,2427,-1592,437,-9951,-7011,5229
7713,-8766,9501,-1869,-6748,-4587,-313,8859
3481,2070,-3514,-1065,-7959,-117,2084,-4175
-8171,-5735,-1111,-8525,9580,-5763,-5753,8411
2983,-9961,-8154,-4953,-6069,-2675,8168,4372
-3606,5935,5927,1439,7643,-1650,5903,-695
-5611,4735,7746,1338,-8090,7531,355,-3278
-8201,2679,294,-3625,-4265,6627,-3100,-9024
-2082,-173,-1806,385,8238,-7729,8918,-2655
-8948,-4977,-5796,-5268,-962,8535,639,636
-6179,4008,506,6102,9625,-8417,1973,9484
2633,9314,-3401,1746,930,2906,-6977,7729
6177,-927,-9076,-2969,-8521,-8378,-8123,2755
7748,8570,9673,5168,-7677,-1030,6702,8514
-582,7880,-1259,-5956,3349,924,-7025,-9848
175,-3470,-3224,-8406,3141,2444,-985,-7282
-2457,-5959,2058,-8894,9580,5259,6735,4414
-9079,3159,4721,-9233,-1888,-4291,-3739,-3062
-9013,-299,9230,5702,-2510,7490,4131,-3078
2049,3308,632,7074,179,-530,1460,-6305
9728,-8138,-7453,-5136,-4741,7777,-6542,-2813
7941,2616,-5842,7559,4655,5559,4644,-9274
1230,7108,5971,511,-6765,2439,-1474,7503
1219,9338,1411,9806,-4444,-8928,559,-8921
5726,8991,479,2679,-1138,6651,-3482,3047
9078,7671,2529,3998,5609,-8619,-3465,-7588
8696,-90,1247,2129,-4882,4748,8001,-7283
-5503,-890,1449,-8917,-8434,4738,-6880,-3806
-8630,-9096,-9555,5738,208,1476,1279,2663
-6161,7004,1288,-5234,2730,8137,8443,2697
-1767,-1133,-857,-3321,9287,2608,-9714,7096
9140,3077,8442,9191,-8959,2490,-8997,5942
-8154,-6858,-730,-2641,1557,5046,-703,897
-5942,4239,-6584,7337,4282,-9336,2616,5881
1346,8653,4291,-3054,1976,-6626,-1989,-4226
-4729,7378,9285,-9217,5311,-5986,3297,1832
5302,-7140,-2893,-2623,6708,-6195,-8421,-4136
-4263,-4582,5919,9443,-1054,-7805,-9774,6775
2776,-815,-4022,-5665,1685,5045,-1285,-5766
7504,5833,-4224,5947,-6907,1199,-7338,7520
-8052,4820,-1967,-6489,-9278,-4995,-954,-7022
-5191,4403,-4898,3520,7776,295,4865,-4683
-8344,5403,-1116,5796,3996,-3167,3249,-69
6691,-8808,6394,-8675,1263,-9064,3357,7696
4211,-1432,4752,-9405,3337,-9512,-3428,-5118
-8309,-3932,4750,-7404,-7251,-8213,3931,-3985
-3623,5492,-7390,-9814,-2007,-3240,-6963,-2649
-928,9774,-5485,4588,-9065,-1957,-5179,-3932
-4534,-5898,-2709,-9866,9435,8979,4385,-4658
-4690,-3008,1382,-8285,6086,5273,1570,-3742
9924,-3830,6338,9770,-1644,1521,-1668,-3779
-1622,6527,-7412,-5540,2063,-1406,-5083,2802
4742,8719,9060,-5865,4983,1439,-8350,-7261
5980,-1885,-6209,3559,5114,2638,-2412,-329
5307,6775,72,-3954,599,2402,-2518,-1807
6031,6686,-826,-7798,-6692,-5505,6734,-4736
-3667,3900,-731,5114,1090,9761,-1323,-9875
6371,741,3012,-6258,8850,-2515,-5265,7575
-2071,431,-4812,2504,-1507,-5464,-1911,-7721
-2939,-3308,6943,-5849,254,-8462,6939,1576
1887,-1091,-1267,-1430,3671,626,9031,-5048
4749,551,-9318,-5695,-6803,3916,4880,-8273
5163,-2294,2845,4617,6244,6539,-2122,-8319
-7566,-8846,423,9074,-3074,-8305,-6001,6987
7929,2114,5015,-3063,9574,-1378,3316,-8658
-1365,2017,-3708,2161,-91,4887,1460,-5300
-3238,2531,7994,-872,-9564,-6737,-1771,7121
6965,-8389,6559,-9379,-5968,-1587,-5070,7311
-1579,-2057,9700,4508,8743,-3573,-2872,-5512
7789,5886,1912,1700,3435,-1606,-7304,75
3711,7053,2963,6016,92,-3865,-439,2400
-2493,7003,3481,3489,-9520,5482,-8569,-9290
7626,3504,-3842,2243,9725,8172,-9020,-8955
405,-2493,4391,6638,-8521,-3002,5711,2944
7512,6238,-6274,-7957,883,8713,-1664,9550
4142,498,-2515,-2636,4681,-415,2071,390
-4928,71,-3158,9812,1202,-817,6147,6547
-8187,-873,1426,1381,-7772,-9172,-5291,3621
3203,-3938,9318,9938,-4368,-4632,3693,-581
8730,6653,-1157,9577,-3597,-8340,-8711,8888
-4227,-3398,-9226,1087,5157,9415,2285,-773
3618,-7808,3134,-79,7043,-9169,-1691,-6538
714,6119,401,-9474,-9227,3801,-4488,9222
9826,8146,-3698,-7279,-2784,7225,-3443,-8062
5929,-9541,8286,4015,-6815,2629,-8352,-3948
-390,-8362,6864,8821,-9467,-2735,5748,-1394
-9522,-4646,-4964,-9279,-999,6662,8024,8045
-683,-2891,9714,-6535,-9825,-484,-5633,-2725
4364,-4897,3367,2620,-7940,-5595,-8619,-560
9120,-2504,-89,-9087,4570,-7024,4298,1713
4659,-6410,-9539,-9657,6841,469,9201,7525
886,-6222,8919,6133,-1373,3821,3360,3115
-4123,9080,1566,-7905,-8782,8894,-8213,-7033
-7945,9696,3032,7542,4734,-8501,-8475,1457
-1216,2120,4663,2794,2278,-5335,3309,3425
-5786,526,7361,-4024,9819,-4082,-289,-9260
4623,-9358,6075,-1669,1781,6066,-4634,-420
518,-3948,-7972,4093,2229,-4483,-3504,-2312
4829,-9053,6610,-5350,-352,9088,9251,-6635
1534,2128,8938,5703,-9218,4680,-9884,-4629
-4304,-3066,2246,-9341,8459,5483,-9761,4806
-7557,-6642,9437,-1028,3437,-2842,365,-4704
-9949,3860,-8112,-1848,-6420,3799,-8318,439
7802,-7734,-4749,9436,6435,5844,-5202,-1232
9564,1319,2608,2109,7192,-8650,-529,-4124
4036,6599,-4424,-4888,-2903,-5474,-7208,-8084
6555,-4988,-1130,5729,-58,6352,5428,540
-8048,-8842,-4525,-4594,4244,9073,-9041,-7568
-9298,2710,-8440,-6206,-4415,-6747,7026,6256
-532,3978,-2155,5073,34,9090,3955,-8361
-9041,-2910,-7495,5146,-5613,5075,4245,-818
1898,-2204,-9874,488,1351,8685,-9767,-8329
-9902,4948,8956,-2007,-401,5735,8447,-6844
9937,7237,-8334,-9039,-6553,3283,8756,5300
1828,242,-9776,8581,8259,9627,205,9156
2216,87,-6287,6801,-4912,2750,-5578,7735
8959,2425,8847,-3675,9878,-3602,-604,-2636
-2323,5630,8,5614,9631,-1951,8855,3767
-8386,-6853,-4834,187,-6608,-6880,-4227,-7147
-3701,-9141,650,6023,4942,-524,3562,-653
6031,7806,7015,-9163,6358,-1580,7282,-4258
3664,888,-6404,-6079,4509,-6117,4875,3970
-4809,8457,-8249,8356,7340,-6134,-829,6534
-926,32,-2867,6522,902,9631,-251,-6555
1163,-4046,2943,9534,-1376,-387,-4350,546
1464,3985,6944,-4651,343,7492,1579,2650
9005,4672,-4347,-4230,6866,-9881,-1771,5911
-2531,2097,-2434,-8649,6068,-8818,-2164,8669
-2611,6132,-6845,-3000,8473,-3275,-9023,4837
-5967,7733,-9234,-7554,8591,8424,-3160,-4834
-7581,3456,7039,6497,1594,-7382,9425,-8537
4419,-3799,-19,1464,2662,-6508,6698,4974
6531,8991,-7318,-2549,-4698,2565,5127,2105
5433,-6572,2806,6349,1818,3290,-5660,7358
-9444,-3687,9886,-4864,831,4611,-6559,-9524
1368,-175,-4592,-5413,-2985,-7578,2210,8378
554,6020,7923,5585,6352,-4670,5730,-8659
284,-79,632,-164,-2005,-1776,5400,1225
-5709,-6772,-6021,3235,-9599,4107,3572,-7565
-1918,2730,1757,-2831,-8910,831,-1468,-7324
-1814,9445,-9306,-5375,-8531,7272,9766,-7315
-3183,-5783,2445,-1486,-4569,-7858,-9202,6089
-2268,5248,9066,-9862,-627,449,-2590,9913
2957,-8497,9199,-9227,5849,7319,2151,-7233
665,2680,-6278,-6771,-7331,7293,6449,7740
-329,2934,-1857,5475,9495,6179,-8645,-1926
-4855,4077,647,9868,-3935,764,-6599,-9282
-3270,8327,7110,4027,6425,1257,7931,292
9599,3437,5799,-4935,-3390,-1220,-4285,-4484
7135,957,3659,-6423,-6452,-8388,8292,-6571
8038,2324,-3687,9792,4296,3025,-8045,9831
-8919,-4448,9715,4259,-5624,-1075,9338,-1497
-1894,290,-9969,5749,-4947,9935,-7268,-656
-8779,3978,-2745,-1719,356,-8653,7085,723
2105,4023,-432,-8623,2997,-3741,6888,-3143
-3360,6669,4671,-4850,-6765,8964,2677,6226
-9164,4399,-6610,8870,-3858,-9129,-3586,-2136
2308,-8349,-2305,5324,-9414,-2780,-6957,-4701
7668,-3034,-6349,-9353,-9973,-2520,-416,7103
-9973,7564,1186,4557,9238,455,-6476,5380
8763,7217,3310,6734,570,3004,3370,4720
7740,-1107,-2547,9468,8634,-8681,5962,-4237
5047,-4033,658,-3686,6905,-1679,-790,-915
6042,-3235,-9399,2396,8081,7989,-9874,-5306
3275,1992,2679,-687,-3273,6982,-8158,7663
2681,7118,-2853,4213,-6803,7002,-3254,-3883
-7374,3457,327,-498,4665,9885,-8981,-2379
3807,-5598,-3366,8283,1346,4231,-4253,6116
1176,5805,9965,3762,-9077,8328,6372,2892
-5577,6067,7459,-5147,8990,8111,2218,8004
7979,-5044,-2382,4219,5374,-1151,3833,-4435
-8153,1820,4379,-5872,-8510,-6027,1735,-760
5138,-9179,-345,5102,1429,-4209,9644,4390
-7741,-4512,-8343,1474,9395,-9431,-2423,6744
-9724,1522,5771,3474,7989,2173,8268,6885
-814,9937,7460,-3216,-7982,6838,8753,-5727
1105,26,5325,3587,-5455,-4894,-9840,-220
9382,-7882,-5218,-7796,6698,5483,-5509,-4211
1736,-6214,-122,4557,744,7813,-4660,9609
-2621,1236,-8085,5891,5854,-9873,-5315,-4404
9801,8178,-7563,1213,8083,121,7597,-6848
295,899,-3400,7676,9458,-3666,1483,7935
-1049,-4207,-3358,422,-7819,4697,1467,-3976
3579,-7032,-6852,5124,1633,8654,-7111,-1838
-8317,-1751,-9696,-208,-9317,2271,-4020,-3030
